type,date,symbol,currentPrice,open,previousClose,dayLow,dayHigh,recommendation,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,totalRevenue,revenuePerShare,totalDebt,debtToEquity,totalCash,totalCashPerShare,ebitda,earningsGrowth,revenueGrowth,price_change,average_price,price_to_average_ratio,rolling_mean,rolling_std,cumulative_return
Stock,2024-06-03 16:41:18.018440,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:41:30.143936,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:41:42.261667,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:41:54.327827,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:42:07.200897,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:42:19.727869,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:42:31.732087,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:42:43.669604,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:42:56.504097,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:43:09.625022,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:43:23.250930,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:43:36.943875,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:43:49.060234,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:44:01.189288,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:44:13.713127,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:44:25.812346,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:44:37.811028,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:44:49.744834,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:45:02.011332,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:45:14.179105,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:45:26.316322,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:45:38.826124,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:45:51.576519,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052,0.0,185.09999999999997,1.0000000000000002,185.1,0.0,0.0
Stock,2024-06-03 16:17:19.975087,CMCSA,39.655,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,,39.769863829787234,0.9971117871995026,,,0.0
Stock,2024-06-03 16:17:31.959283,CMCSA,39.655,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,0.9971117871995026,,,0.0
Stock,2024-06-03 16:17:43.811401,CMCSA,39.655,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,0.9971117871995026,,,0.0
Stock,2024-06-03 16:17:55.541287,CMCSA,39.661,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.015130500567384075,39.769863829787234,0.9972626552041223,,,0.00015130500567384075
Stock,2024-06-03 16:18:07.367014,CMCSA,39.665,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.010085474395493677,39.769863829787234,0.9973632338738688,,,0.0002521750094566233
Stock,2024-06-03 16:18:19.129284,CMCSA,39.68,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.03781671498803707,39.769863829787234,0.9977404038854182,,,0.0006304375236414472
Stock,2024-06-03 16:18:30.855831,CMCSA,39.68,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,0.9977404038854182,39.66442857142857,0.011282097069503338,0.0006304375236414472
Stock,2024-06-03 16:18:42.551368,CMCSA,39.7,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.05040322580645018,39.769863829787234,0.9982432972341508,39.670857142857145,0.01658743069745386,0.0011347875425544718
Stock,2024-06-03 16:18:55.130646,CMCSA,39.665,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.08816120906801617,39.769863829787234,0.9973632338738688,39.672285714285714,0.015380878667079224,0.0002521750094566233
Stock,2024-06-03 16:19:07.304628,CMCSA,39.66,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012605571662682724,39.769863829787234,0.9972375105366855,39.673,0.01453730832490438,0.00012608750472820063
Stock,2024-06-03 16:19:18.909936,CMCSA,39.66,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,0.9972375105366855,39.67285714285714,0.01467910727790427,0.00012608750472820063
Stock,2024-06-03 16:38:40.386228,CMCSA,39.8,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.35300050428643814,39.769863829787234,1.0007577639778136,39.69214285714286,0.04965356170986736,0.0036565376371200387
Stock,2024-06-03 16:38:52.626882,CMCSA,39.8,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,1.0007577639778136,39.70928571428571,0.06353664109711474,0.0036565376371200387
Stock,2024-06-03 16:39:04.703754,CMCSA,39.79,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.02512562814069863,39.769863829787234,1.0005063173034474,39.725,0.06849574196010211,0.0034043626276636374
Stock,2024-06-03 16:39:17.822167,CMCSA,39.805,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.037697914048751,39.769863829787234,1.0008834873149968,39.74,0.0734279692396865,0.0037826251418484613
Stock,2024-06-03 16:39:29.860881,CMCSA,39.8499,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.1127998995101187,39.769863829787234,1.0020124828829013,39.76641428571428,0.07518755279455933,0.0049148909343084135
Stock,2024-06-03 16:39:41.880675,CMCSA,39.845,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012296141270118355,39.769863829787234,1.0018892740124619,39.79284285714285,0.0630891395075621,0.0047913251796747325
Stock,2024-06-03 16:39:54.185860,CMCSA,39.84,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012548625925445922,39.769863829787234,1.001763550675279,39.81855714285714,0.02526340285478502,0.004665237674946532
Stock,2024-06-03 16:40:07.136826,CMCSA,39.84,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,1.001763550675279,39.82427142857143,0.024887394016765103,0.004665237674946532
Stock,2024-06-03 16:40:19.199328,CMCSA,39.84,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,1.001763550675279,39.82998571428571,0.022898357187749827,0.004665237674946532
Stock,2024-06-03 16:40:31.272964,CMCSA,39.85,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.025100401606414913,39.769863829787234,1.002014997349645,39.83855714285715,0.01545659051888996,0.004917412684402933
Stock,2024-06-03 16:40:43.279834,CMCSA,39.85,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,1.002014997349645,39.84498571428571,0.004983448795446118,0.004917412684402933
Stock,2024-06-03 16:40:55.287704,CMCSA,39.81,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.10037641154329036,39.769863829787234,1.00100921065218,39.839285714285715,0.013671311637773652,0.003908712646576662
Stock,2024-06-03 16:41:07.249386,CMCSA,39.79,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.0502386335091809,39.769863829787234,1.0005063173034474,39.83142857142857,0.02267786838039502,0.0034043626276636374
Stock,2024-06-03 16:41:19.348500,CMCSA,39.795,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.01256597134959847,39.769863829787234,1.0006320406406306,39.824999999999996,0.025980762113400953,0.003530450132391838
Stock,2024-06-03 16:41:31.566959,CMCSA,39.79,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012564392511626998,39.769863829787234,1.0005063173034474,39.81785714285714,0.027966817071957858,0.0034043626276636374
Stock,2024-06-03 16:41:43.554001,CMCSA,39.815,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.06282985674792574,39.769863829787234,1.001134933989363,39.81428571428571,0.026208868001087262,0.004034800151304863
Stock,2024-06-03 16:41:55.578060,CMCSA,39.8101,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012306919502702574,39.769863829787234,1.0010117251189234,39.80858571428571,0.020960313974239485,0.0039112343966711816
Stock,2024-06-03 16:42:08.497958,CMCSA,39.82,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.024868061120164597,39.769863829787234,1.0012606573265461,39.804300000000005,0.012400134407636602,0.004160887656033285
Stock,2024-06-03 16:42:21.043378,CMCSA,39.815,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012556504269223279,39.769863829787234,1.001134933989363,39.805014285714286,0.012916453147007182,0.004034800151304863
Stock,2024-06-03 16:42:32.970320,CMCSA,39.815,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,1.001134933989363,39.80858571428571,0.01144558554925467,0.004034800151304863
Stock,2024-06-03 16:42:45.800150,CMCSA,39.8202,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.013060404370213163,39.769863829787234,1.0012656862600335,39.81218571428571,0.010373110843192224,0.0041659311562223245
Stock,2024-06-03 16:42:58.835219,CMCSA,39.8225,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.005775962953480374,39.769863829787234,1.0013235189951377,39.81682857142857,0.004260169904190747,0.004223931408397386
Stock,2024-06-03 16:43:10.864988,CMCSA,39.825,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.006277857994874125,39.769863829787234,1.0013863806637295,39.81825714285714,0.005132204575326674,0.004286975160761708
Stock,2024-06-03 16:43:25.262914,CMCSA,39.835,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.025109855618321575,39.769863829787234,1.0016378273380957,39.82181428571429,0.006870814742915808,0.004539150170218109
Stock,2024-06-03 16:43:38.188094,CMCSA,39.845,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.025103552152616615,39.769863829787234,1.0018892740124619,39.82538571428571,0.011017021462175822,0.0047913251796747325
Stock,2024-06-03 16:43:50.387362,CMCSA,39.79,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.13803488518007168,39.769863829787234,1.0005063173034474,39.82181428571429,0.017239724337455613,0.0034043626276636374
Stock,2024-06-03 16:44:02.511249,CMCSA,39.77,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.05026388539832727,39.769863829787234,1.0000034239547149,39.81538571428571,0.026243248564755937,0.002900012608750613
Stock,2024-06-03 16:44:15.111496,CMCSA,39.745,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.06286145335681059,39.769863829787234,0.999374807268799,39.80464285714286,0.03709302976485785,0.0022695750851089436
Stock,2024-06-03 16:44:27.097183,CMCSA,39.74,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012580198767131456,39.769863829787234,0.9992490839316159,39.792857142857144,0.04309458036849695,0.002143487580380743
Stock,2024-06-03 16:44:39.056734,CMCSA,39.725,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.03774534474081381,39.769863829787234,0.9988719139200666,39.778571428571425,0.047056197405654504,0.001765225066195919
Stock,2024-06-03 16:44:51.058837,CMCSA,39.7299,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.012334801762103886,39.769863829787234,0.998995122790506,39.763557142857145,0.04260758372016324,0.0018887908208296
Stock,2024-06-03 16:45:03.367351,CMCSA,39.78,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.12610150038132595,39.769863829787234,1.000254870629081,39.75427142857143,0.025580898751747596,0.003152187618207014
Stock,2024-06-03 16:45:15.587330,CMCSA,39.78,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,0.0,39.769863829787234,1.000254870629081,39.75284285714286,0.023442970313884988,0.003152187618207014
Stock,2024-06-03 16:45:28.035165,CMCSA,39.775,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012569130216200097,39.769863829787234,1.0001291472918978,39.75355714285714,0.02411927701661662,0.0030261001134785914
Stock,2024-06-03 16:45:40.590912,CMCSA,39.75,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.06285355122563896,39.769863829787234,0.9995005306059822,39.75427142857143,0.023896632558035796,0.0023956625898373662
Stock,2024-06-03 16:45:52.942466,CMCSA,39.745,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012,-0.012578616352210137,39.769863829787234,0.999374807268799,39.754985714285716,0.023469869234818246,0.0022695750851089436
Stock,2024-06-03 16:17:18.629451,DIS,102.9875,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,,102.75807446808511,1.0022326764402942,,,0.0
Stock,2024-06-03 16:17:31.680168,DIS,103.01,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,0.02184731156693598,102.75807446808511,1.0024516373357417,,,0.00021847311566935979
Stock,2024-06-03 16:17:43.544114,DIS,103.0482,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,0.037083778273938606,102.75807446808511,1.0028233842782348,,,0.0005893919164947636
Stock,2024-06-03 16:17:55.288640,DIS,103.04,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.00795744127504161,102.75807446808511,1.0027435851963387,,,0.0005097706032286542
Stock,2024-06-03 16:18:07.121705,DIS,103.01,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.029114906832294896,102.75807446808511,1.0024516373357417,,,0.00021847311566935979
Stock,2024-06-03 16:18:18.870993,DIS,103.009,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.0009707795359692462,102.75807446808511,1.0024419057403886,,,0.00020876319941742771
Stock,2024-06-03 16:18:30.582970,DIS,103.0,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.008737100641686979,102.75807446808511,1.0023543213822095,103.01495714285714,0.02158115359465767,0.00012137395314959498
Stock,2024-06-03 16:18:42.299211,DIS,103.0,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,0.0,102.75807446808511,1.0023543213822095,103.01674285714286,0.019330361019465288,0.00012137395314959498
Stock,2024-06-03 16:18:54.880376,DIS,102.99,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.00970873786407811,102.75807446808511,1.0022570054286772,103.0138857142857,0.021811879681451297,2.427479062983018e-05
Stock,2024-06-03 16:19:06.657830,DIS,103.0,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,0.00970968055151733,102.75807446808511,1.0023543213822095,103.00699999999999,0.01601041327802818,0.00012137395314959498
Stock,2024-06-03 16:19:18.676368,DIS,103.03,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,0.02912621359223433,102.75807446808511,1.0026462692428062,103.00557142857143,0.01267355702314235,0.0004126714407088894
Stock,2024-06-03 16:38:39.808371,DIS,102.7743,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.2481801417063001,102.75807446808511,1.0001579003109864,102.9719,0.08802861277259244,-0.0020701541449205108
Stock,2024-06-03 16:38:52.321552,DIS,102.785,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,0.010411163102053145,102.75807446808511,1.000262028381266,102.9399,0.11021299076485762,-0.001966258041024349
Stock,2024-06-03 16:39:04.403185,DIS,102.7701,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.014496278639875015,102.75807446808511,1.000117027610503,102.90705714285716,0.12284873974585635,-0.002110935793178781
Stock,2024-06-03 16:39:17.522340,DIS,102.77,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-9.730456621559469e-05,102.75807446808511,1.0001160544509675,102.8742,0.12459268303824947,-0.0021119067848039963
Stock,2024-06-03 16:39:29.558255,DIS,102.75,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.01946093217864986,102.75807446808511,0.9999214225439031,102.83991428571429,0.12036572641429708,-0.002306105109843415
Stock,2024-06-03 16:39:41.583184,DIS,102.74,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.009732360097325365,102.75807446808511,0.9998241065903708,102.80277142857143,0.10134572370992714,-0.0024032042723631797
Stock,2024-06-03 16:39:53.886609,DIS,102.73,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012,-0.009733307377834954,102.75807446808511,0.9997267906368387,102.7599142857143,0.020130609244958617,-0.0025003034348828335
